Date,Death,Injuries,Location,description
12/6/10,0,1,"Aurora, Colorado","In a gang-related attack outside Aurora Central High School, a 17-year-old girl was paralysed. She was one of a group of students outside the school. 20-year-old Luis Enrique Guzman-Rincon, had fired shots from a car trying to hit gang rivals. Guzman-Ricon was sentenced to thirty-five years in prison.[402]"
1/5/11,2,2,"Omaha, Nebraska","At Millard South High School, 18-year-old student, Robert Butler Jr., killed assistant principal Dr. Vicki Kaspar and wounded principal Curtis Case before opening fire at police in the front office area, causing the school nurse to be wounded by gunshot debris. Butler then drove to a parking lot and shot himself as police cornered him.[403]"
3/25/11,0,1,"Martinsville, Indiana","Michael Phelps, a 15-year-old suspended student, returned to Martinsville West Middle School with a handgun. In the entrance of the school, Phelps shot 15-year-old Chance Jackson twice in the abdomen, critically wounding him. Phelps fled the school and dropped the handgun; he was arrested shortly after. Jackson had to undergo surgery three times to save his life; he suffers from post-traumatic stress disorder. Phelps was convicted of attempted murder in August 2011, and was sentenced to thirty years in prison and five years of probation.[404]"
3/31/11,1,5,"Houston, Texas","Multiple gunmen opened fire during a powder puff football game at Worthing High School. One man, an 18-year-old former student named Tremaine De Anteâ€™ Paul, died. Five other people were injured.[405]"
5/23/11,0,1,"Pearl City, Hawaii","A 14-year-old male student is accused of firing a handgun on the campus of Highlands Intermediate School, wounding one student. The gunman was arrested on suspicion of attempted murder. Two other suspects were arrested in connection with the shooting.[406]"
10/24/11,0,1,"Fayetteville, North Carolina","Cape Fear High School shooting: 15-year-old Catilyn Abercrombie, was shot in the neck with a rifle by fellow student, 15-year-old Charles Underwood, at Cape Fear High School. She was hospitalized for two months in a serious condition. Underwood was arrested and charged with attempted murder. He was convicted of attempted first-degree murder and sentenced to fifteen years in prison.[407]"
12/8/11,2,0,"Blacksburg, Virginia","22-year-old, Ross Truett Ashley, part-time business student at Radford University, killed a police officer engaged in an unrelated traffic stop on the campus of Virginia Tech, he then committed suicide in a nearby parking lot.[408]"
12/9/11,0,2,"Edinburg, Texas","Two students were shot after school at Harwell Middle School in Edinburg, Texas while trying out for their school's basketball team. The shooting allegedly was done by an adult off campus, who was shooting at a target range.[409]"
1/10/12,0,1,"Houston, Texas","A student opened fire with a handgun at North Forest High School, wounding another student. The shooter said that he had been confronted by three students who had been bullying him and he shot in self-defense. He hit a 16-year-old bystander in the leg. The 18-year-old suspect was charged with aggravated assault with a deadly weapon.[410]"
2/27/12,3,3,"Chardon, Ohio","Chardon High School shooting: 17-year-old Thomas ""T. J."" Lane, took a semi-automatic handgun and a knife to Chardon High School, where he fired ten shots at a group of students sitting in the cafeteria. He killed three boys and wounded three other students. One 16-year-old died immediately, two others died the following day. Lane was arrested early the next morning while standing near his car.[411] He was charged as an adult with murder, attempted murder, and firearms offenses. In March 2013, he was convicted and sentenced to three life sentences without the possibility of parole.[412]"
3/6/12,2,0,"Jacksonville, Florida","A murder-suicide resulted in two deaths on the campus of the Episcopal School of Jacksonville. Shane Schumerth, a Spanish teacher who had been fired that morning returned to the campus in the early afternoon via a pedestrian entrance, armed with an AK-47 which he concealed in a guitar case. He entered the office of the Head of School, Dale Regan, and fired multiple shots, fatally wounding her. Schumerth then killed himself, in the office.[413]"
4/2/12,7,3,"Oakland, California","Oikos University shooting: 43-year-old One L. Goh, was accused of shooting dead seven students with a handgun and wounding three others at Oikos University, a Christian college. He fled the scene, stealing a victim's car, and was apprehended hours later nearby. Goh was charged with seven counts of murder. In January 2013, Goh was determined to be mentally unfit for trial and committed for treatment.[414]"
8/16/12,0,2,"Memphis, Tennessee",Two Hamilton High School students were wounded in the parking lot of the school. The attack was believed to be gang-related.[415]
8/27/12,0,1,"Perry Hall, Maryland","15-year-old Robert Gladden, fired two shots with a shotgun inside the cafeteria at Perry Hall School. He hit a 17-year-old senior in the lower back, causing critical wounds. The youth has Down syndrome. Gladden was subdued by two school faculty members, and arrested. In February 2013, he was sentenced to thirty-five years in prison on attempted murder charges.[416]"
9/7/12,0,0,"Normal, Illinois","A 14-year-old student fired multiple gunshots in a classroom ceiling at Normal Community High School, and was tackled by a teacher. Nobody was injured. The student was arrested and charged with sixteen felony counts.[417][418]"
9/26/12,1,0,"Stillwater, Oklahoma","A 13-year-old male at Stillwater Junior High School pulled out a gun and shot himself in the head at 7:50 AM on the day of a school-wide standardized test. No one else was injured, and the cause of the suicide is still unknown.[419]"
10/6/12,1,0,"Mobile, Alabama","A University of South Alabama student, Gil Collar, was fatally shot by a campus police officer while having a medical emergency. Collar, 18, had ingested a legal lab chemical. It is unknown if he had done so voluntarily. Acting erratically, he approached the police station while naked and battered. Officer Trevis Austin, equipped with pepper spray and a baton, felt his life was threatened by the unarmed 140 lb teen. Video shows that the officer shot Collar before the student approached within five feet of him.[420] Austin was cleared of any wrongdoing by the university.[421]"
10/19/12,1,0,"Chicago, Illinois","18-year-old Banner Academy South student, Terrance Wright, was killed during an attempted robbery. Wright was approached by five would-be robbers as he left the school about 3:40Â p.m.. He was shot in the chest as he fought back when one assailant was going through his pockets. Wright had been picked on at his previous high school because he was gay, which led him to transfer to Banner.[422]"
10/31/12,0,4,"Los Angeles, California","At a Halloween party on the University of Southern California campus, an argument escalated and 20-year-old Brandon Spencer, used a handgun to shoot rival gang member, Geno Hall, seven times, critically wounding him. Spencer wounded three other people, none were students at USC, they were hospitalized with less serious injuries. Spencer was arrested just minutes after the shooting, which took place outside USCâ€™s Grand Ballroom at around 11:30Â p.m.[423] In April 2014, he was convicted of attempted murder and sentenced to forty years to life in prison.[424]"
12/14/12,28,2,"Newtown, Connecticut","Sandy Hook Elementary School shooting: 20-year-old Adam Lanza, killed twenty-six people and himself. He first killed his mother at their shared home before taking her guns and driving to the school. Lanza brought four guns with him. He killed twenty first-grade children aged six and seven during the attack at school, along with six adults, including four teachers, the principal, and the school psychologist. Two other persons were injured. Lanza then killed himself as police arrived at the school.[411][425]"
1/7/13,1,0,"Fort Myers, Florida","Shots were fired at Apostolic Revival Center Christian School, leaving 27-year-old Kristopher Smith dead in what was believed to be a retaliation killing, possibly for his talking with police about a previous incident.[426][427]"
1/10/13,0,2,"Taft, California","16-year-old student, Bryan Oliver, entered a science classroom of Taft Union High School with a shotgun and opened fire, critically wounding 16-year-old student Bowe Cleveland. He shot at but missed another student. The classroom teacher Ryan Heber convinced Oliver, to drop his weapon. He was later arrested. On January 14, he was charged with two counts of attempted murder and assault with a firearm.[428] He was convicted and accepted a plea deal with a sentence of 27 years and 4 months.[429] According to the attorney[430] for the Cleveland family, they were not satisfied with the sentence."
1/12/13,0,1,"Detroit, Michigan",A 16-year-old Osborn High School student is wounded after a basketball game.[428]
1/15/13,0,2,"St. Louis, Missouri","A 34-year-old gunman wounded an administrator in his office on the fourth floor of Stevens Institute of Business and Arts. The suspected gunman, Sean Johnson, a part-time student, wounded himself in a stairwell. Both the administrator and Johnson were hospitalized in stable conditions. Johnson was charged with three felony charges, including assault.[431][432]"
1/15/13,3,0,"Hazard, Kentucky","Two people were killed and a third person was wounded at the parking lot of Hazard Community and Technical College.[433] The third victim, 12-year-old Taylor Cornett, died from her wounds the next day.[434] 21-year-old Dalton Lee Stidham, was arrested and charged with three counts of murder."
1/16/13,1,0,"Chicago, Illinois","A 17-year-old boy, Tyrone Lawson, was killed in a parking lot of Chicago State University. The shooting happened after high school basketball games held on the campus, where Lawson had been a spectator. Police arrested two brothers, Michael McNabb, 33, and Brian Hewlett (under the alias Stephen Gilbert), 30 after the shooting and recovered a weapon.[428][435][436]"
1/22/13,0,3,"Houston, Texas","Lone Star Collegeâ€“North Harris shooting: Outside Lone Star Collegeâ€“North Harris, two men got into an argument. One wounded the other. He also wounded a maintenance man, and accidentally shot himself in the leg. The shooter fled into the woods and was arrested hours later. The charges against the initial suspect were dropped and another man was arrested.[437]"
1/31/13,0,0,"Phoenix, Arizona","An argument between two rival gangs escalated to what police described as a ""gun battle"" at Cesar Chavez High School. Approximately fifteen shots were fired in the vicinity of people waiting to get into a scheduled boys' basketball game. No one was injured.[438]"
1/31/13,0,2,"Atlanta, Georgia","A 14-year-old male student was wounded at Price Middle School. The gunman, a 15-year-old student, was believed to be arguing with the other student before using a handgun to shoot him. A teacher was also wounded. Afterward, the gunman was disarmed by a school resource officer and arrested; police charged him with aggravated assault.[439][440]"
3/18/13,1,0,"Orlando, Florida","At the University of Central Florida, 30-year-old student James Oliver Seevakumaran pulled a fire alarm at the Tower One dormitory, to attract a crowd. He pointed a handgun at his roommate and threatened to shoot him in their room; he released the roommate, who ran out and called 9-1-1. Seevakumaran then fatally shot himself in the head. Authorities found an assault weapon, a couple hundred rounds of ammunition and four homemade bombs inside his backpack.[441]"
4/12/13,0,2,"Christiansburg, Virginia","New River Community College shooting incident: Two women were wounded during a shooting at the campus of New River Community College. 18-year-old Neil Allen MacInnis, was taken into custody. In June 2014, he was sentenced to 38 years in prison.[442]"
4/16/13,0,3,"Grambling, Louisiana",Three students were injured on the campus of Grambling State University.[443]
4/18/13,1,0,"Cambridge, Massachusetts","Three days after committing the Boston Marathon bombings, while still at large, the brothers Dzhokhar Tsarnaev and Tamerlan Tsarnaev shot and killed Massachusetts Institute of Technology campus police officer Sean Collier[444] in his patrol car near MIT's Ray and Maria Stata Center.[445] About three hours after the MIT shooting and after carjacking a vehicle, Tamerlan died in a gunfight with police in Watertown, Massachusetts. Another officer was seriously wounded. Shot in the neck and hiding in a boat parked nearby, Dzhokhar was arrested 18 hours later, and hospitalized in critical condition.[445] He was sentenced to death in 2015."
5/14/13,0,0,"Birmingham, Alabama","Allegedly responding to a student fight, a mother of a student fired a weapon on the campus of Ossie Ware Mitchell Middle School. No one was injured.[446]"
6/7/13,6,4,"Santa Monica, California","2013 Santa Monica shooting: 23-year-old John Zawahri, began a killing spree at his home. After killing his 55-year-old father, Samir ""Sam"" Zawahri, and 25-year-old brother, Chris Zawahri, he set the house ablaze. Dressed all in black with body armor and wielding an AR-15-type semi-automatic rifle, Zawahri carjacked 41-year-old Laura Siska, shooting 50-year-old Debra Fine, as she attempted to intervene, before forcing Siska to drive to Santa Monica College. Upon arriving on the college campus, Zawahri began shooting at passing vehicles, including a police car and a city bus, leaving three people with minor injuries. Zawahri next targeted a Ford Explorer, killing the driver, 68-year-old campus groundskeeper, Carlos Navarro Franco, and fatally wounding the passenger, his 26-year-old daughter Marcela Diaz-Franco, a student at the college, who died two days later. 68-year-old Margarita Gomez, who was collecting cans outside the library, died after being shot in the abdomen and chest. Zawahri opened fire on students who were trying to run away. It ended at the college library where he opened fire on students studying for finals, before being fatally wounded in an exchange of gunfire with responding police officers.[447]"
8/20/13,0,0,"Decatur, Georgia","Armed with an AK-47 and other weapons,[448] 20-year-old Michael Brandon Hill fired six shots inside the front office of Ronald E. McNair Discovery Learning Academy. He barricaded himself in the office, where police returned fire. Nobody was injured. Children were evacuated. After talking with school bookkeeper, Antoinette Tuff in the front office, he was persuaded to surrender before anyone was hurt. Hill was arrested and charged.[449][450]"
8/23/13,1,2,"Sardis, Mississippi","15-year-old student, Roderick Bobo, was killed during a football game at North Panola High School in what was termed a gang-related shooting. Two others were injured in the shooting. Three men were charged as being responsible for the crime.[451]"
8/30/13,0,1,"Winston-Salem, North Carolina","A 15-year-old male student was shot at Carver High School, at 2:30Â p.m.. He was hospitalized with minor injuries.[449] An 18-year-old male student was apprehended without further incident. The suspected gunman is charged with assault with a deadly weapon inflicting serious injury, carrying a concealed gun, possessing and discharging a firearm, and carrying a firearm onto educational property. The shooting was believed related to a dispute between the suspect and the victim.[452]"
10/4/13,0,2,"Pine Hills, Florida","A 16-year-old student was shot in the hip outside Agape Christian Academy after a fight broke out at 2Â p.m.. An innocent bystander was hit by a stray bullet or shrapnel. The two victims were treated for minor injuries. The suspected shooter reportedly fled in a car with several other males, and was not caught.[453]"
10/21/13,2,2,"Sparks, Nevada","12-year-old seventh-grade student Jose Reyes opened fire with a handgun at the basketball courts of Sparks Middle School, injuring one student in the shoulder. Michael Landsberry, a teacher and veteran, tried to intervene and was killed by Reyes. Reyes also wounded a student trying to help the teacher. Reyes then committed suicide by shooting himself in the head.[411][449] The shooting happened before classes, and the school was evacuated and was closed for the week.[454]"
11/2/13,0,1,"Greensboro, North Carolina",A 21-year-old student was wounded at North Carolina A&T State University. The victim was hospitalized for serious but non-life-threatening injuries. The university was temporarily locked down that night. No suspects are in custody.[455]
11/3/13,0,2,"Lithonia, Georgia",A Stephenson High School student and a janitor were shot in an apparent confrontation between football team members and a group of teens who were not attending the school. Both were innocent bystanders.[456]
11/13/13,0,3,"Pittsburgh, Pennsylvania","After classes ended, at least one gunman came out of the woods and opened fire on three students as they were walking to their cars at Brashear High School. One student was grazed in the head, another was struck in the neck and shoulder, and a third was hit in the leg and foot. Six people were taken into custody. The shooting is believed to be drug-related.[457]"
12/4/13,0,1,"Winter Garden, Florida","A 15-year-old student was wounded by a 17-year-old student near a soccer field on the campus of West Orange High School. The shooting occurred after a fight broke out between the two students. The 17-year-old suspected shooter was taken into custody several miles away from the school, and is charged with attempted murder, aggravated battery with a firearm, possession of a firearm by a minor and possession of a firearm on school grounds. In October 2014, the shooter was sentenced to twenty-five years in prison.[458]"
12/13/13,2,0,"Centennial, Colorado","18-year-old Karl Pierson, shot 17-year-old student Claire Davis in the head, fatally injuring her, in a hallway in Arapahoe High School. Pierson then took his own life.[411] Pierson was armed with a shotgun, three Molotov cocktails, and a machete. His intention was to shoot the librarian who had disciplined him. Claire Davis died from her injuries on December 21, 2013.[459]"
12/19/13,0,1,"Fresno, California","Four teens (16, 16, 16 and 17 years old) entered Edison High School in what was believed as a gang-initiation process. After accosting a 62-year-old woman about a mile away from school grounds, they found an athletic trainer who taught at Edison High and shot him several times in the leg and stomach.[460]"
1/9/14,0,1,"Jackson, Tennessee",A 16-year-old student was charged with bringing a gun to school at Liberty Technology Magnet High School and shooting a classmate in the thigh. The incident occurred outside the front of the school.[461]
1/13/14,0,1,"New Haven, Connecticut","A 14-year-old boy was shot outside of a basketball game at the Hillhouse High School athletic facility, suffering wounds in his hand and leg.[cite]"
1/14/14,0,3,"Roswell, New Mexico","Two people were wounded inside the gymnasium of Berrendo Middle School, at about 8:10Â a.m.. An 11-year-old boy and a 13-year-old girl were airlifted to a hospital in Lubbock, Texas in critical condition. The 12-year-old suspected shooter, Mason Campbell, a seventh grade student, was apprehended at the scene after he was talked down by a staff member and dropped the shotgun. A staff member received minor injuries. Campbell was charged with three counts of aggravated battery with a deadly weapon. He was sentenced to a maximum sentence of confinement in a juvenile detention facility until he is twenty one years old.[462]"
1/17/14,0,2,"Philadelphia, Pennsylvania","A student allegedly shot two other students in the gymnasium at Delaware Valley Charter School. Both victims, a male and a female, were shot in the arm. They were taken to a nearby hospital and are in stable condition, police say. Police Commissioner Charles Ramsey said at a news conference that the shooter ran out of the school after the shooting but was taken into custody near his home. 17-year-old Raisheem Rochwell was arrested and charged as an adult for aggravated assault, recklessly endangering another person and firearms offenses. Rochwell was sentenced to two years of juvenile detention.[463]"
1/20/14,0,1,"Chester, Pennsylvania",One person was critically injured at Widener University. The incident occurred around 10Â p.m. outside the university sportâ€™s complex and led to an 8-hour university lock-down. The suspect was not immediately found.[464]
1/21/14,1,0,"West Lafayette, Indiana","A 21-year-old student, Andrew Boldt, was killed in a classroom building on the campus of Purdue University. 24-year-old student Cody Cousins was found guilty of the murder and was sentenced to sixty-five years of prison. In October 2014, Cousins committed suicide in his cell.[465]"
1/24/14,1,0,"Orangeburg, South Carolina",A 20-year-old student was killed at South Carolina State University. A 19-year-old was arrested and charged with murder.[466]
1/25/14,1,0,"Los Angeles, California",A man was killed at Los Angeles Valley College. Two suspects were arrested in the fatal shooting.[467]
1/27/14,0,1,"Carbondale, Illinois",A group of students at Rebound High School got in an argument in the school's parking lot. One student pulled out a gun and shot another student in the ensuing altercation. An 18-year-old suspect is facing charges of attempted murder.[468]
1/28/14,0,1,"Nashville, Tennessee",One student was shot in the leg in an apparent altercation over a gambling debt at Tennessee State University.[469]
1/30/14,0,1,"Palm Bay, Florida",Three students were fighting in a parking lot of Eastern Florida State College and one pulled out a gun and shot another of the students. All three students claimed self-defense.[470]
1/31/14,0,1,"Des Moines, Iowa","After a basketball game at North High School, there was gunfire in a parking lot of the school. Six males in a black jeep had come moments before the shooting and returned at the time it happened. A 15-year-old girl was injured by a ricocheting bullet. While officers were gaining control of the area, teachers on the scene led students into the school building for safety.[471]"
2/10/14,0,1,"Salisbury, North Carolina","A 16-year-old student was shot in the stomach on the campus of Salisbury High School during a dispute in the school gym. 17-year-old suspect was charged with assault with a deadly weapon with intent to kill inflicting serious injury, possession of a firearm on school property and discharging a weapon on school property.[472]"
2/10/14,0,0,"Lyndhurst, Ohio","Five shots were fired in the parking lot of Charles F. Brush High School, including one which hit an unoccupied police car. No one was reported to be injured, though a school basketball game was going on at the time.[473]"
2/12/14,0,1,"Los Angeles, California",A male victim was shot in the back in a possible gang-related drive-by shooting near the University of Southern California. The suspect fled into the University Campus. The victim was last reported in stable condition before being transported to a local hospital.[474]
2/22/14,0,1,"Augusta, Georgia","A shooting involving a campus police officer occurred at a Georgia Regents University dormitory complex. A male suspect entered a vehicle and nearly struck an officer, who opened fire. The suspect was taken to Georgia Regents Medical Center with injuries that were not believed to be critical.[475]"
3/12/14,1,0,"Miami, Florida",An elementary school teacher was killed outside The Academy of Knowledge Preschool by her husband.
3/25/14,0,0,"College Park, Georgia","An argument between students led to shots being fired in a Benjamin Banneker High School parking lot during the afternoon. Investigators believe multiple people were present when shots were fired, but it was not known how many could face charges for the incident. No one was injured in the shooting.[476]"
4/9/14,0,0,"Greenville, North Carolina","Just after the lunch hour, at D. H. Conley High School, a car drove past the school and witnesses said an occupant reached out of a car window and fired shots in the direction of the school. This incident occurred on Worthington and Tull Roads, directly in front of the school. No one was injured.[477]"
4/11/14,1,0,"Detroit, Michigan","After a Friday evening student awards ceremony called ""Grammy Night"", four men who were affiliated with a gang fired into a crowd in the parking lot of East English Village Preparatory Academy. One 19-year-old, Darryl Smith, was fatally shot in the head. Smith was not a student at the academy.[478]"
5/4/14,0,1,"Augusta, Georgia","Two men fired shots inside a dormitory at Paine College on Sunday, injuring one student in the head. Neither of the suspects were students at the college.[479]"
5/5/14,0,1,"Augusta, Georgia",An active shooter situation was reported at Paine College on Monday with one person reported to be shot. The suspect was apparently apprehended and in custody. It was the second shooting incident to occur at the college campus in two days.[480]
5/8/14,0,1,"Lawrenceville, Georgia","A person was shot on a student parking lot roof at Georgia Gwinnett College, receiving an injury. The specific cause has not been identified.[481]"
5/14/14,0,1,"Richmond, California",A 14-year-old student was injured during a drive-by shooting in front of John F. Kennedy High School at 8:30Â a.m.. He was shot as he was running towards the school campus after a fight took place. The student suffered a serious but stable injury to his leg. Police are searching for a suspect.[482]
6/5/14,1,3,"Seattle, Washington","19-year-old students, Paul Lee and Sarah Williams, and 24-year-old student, Thomas Fowler, were shot inside a hallway of Otto Miller Hall at Seattle Pacific University.[483] Freshman Lee was rushed to Harborview Medical Center but later died. The shooter was subdued with pepper spray and tackled to the ground by student building monitor, Jon Meis, as he paused to reload his shotgun. 26-year-old Aaron Rey Ybarra was arrested at the scene and has been charged with premeditated and attempted murder.[484]"
6/10/14,2,1,"Troutdale, Oregon","At around 8:30Â a.m. shots were fired at Reynolds High School. 14-year-old freshman Emilio Hoffman was killed, a physical education teacher was injured, and the gunman, 15-year-old Jared Padgett, exchanged gunfire with police officers and then committed suicide in a restroom stall.[411][485]"
9/9/14,0,1,"Miami, Florida","Towards the end of the school day, one alternative school student in Miami was shot as a small group of students tussled. The injury was minor, requiring hospitalization, and five young adults were later questioned.[486]"
9/11/14,0,1,"Taylorsville, Utah","An elementary school teacher with a concealed weapon permit had her gun fire accidentally in a faculty bathroom. The bullet shattered a toilet, and fragments of both the bullet and the porcelain injured her leg.[487]"
9/27/14,0,1,"Terre Haute, Indiana","A 20-year-old Indiana State University student was shot by another student on Saturday inside a residence hall. The injuries were not fatal, and a full recovery was expected. The shooter was arrested on the following day.[488]"
9/30/14,0,1,"Albemarle, North Carolina","Two students got in an argument at Albemarle High School around 7:30Â a.m. on Tuesday, and one of the students shot the other twice including once in the leg. The student who committed the shooting was allegedly involved in a stabbing of a football player last year at West Montgomery High School, which is only 20 miles (32Â km) away in Mount Gilead, North Carolina. The school had held an active shooter training over the summer, which prepared the school for this incident.[489]"
9/30/14,0,1,"Louisville, Kentucky","One student was injured at Fern Creek Traditional High School. The incident occurred around 1Â p.m., reportedly after student became enraged in a hallway and pulled out a gun. The student was arrested later that day.[490]"
10/3/14,1,0,"Fairburn, Georgia","After a homecoming football game, a fatal shooting of 17-year-old Kristofer Hunter, occurred in the Langston Hughes High School parking lot. The assailant, 18-year-old Eric Dana Johnson Jr., turned himself in a week later.[491]"
10/24/14,5,1,"Marysville, Washington","Marysville Pilchuck High School shooting. 15-year-old freshman, Jaylen Fryberg, shot five students in the school cafeteria of Marysville Pilchuck High School, fatally wounding four, before committing suicide.[411][492]"
11/20/14,1,3,"Tallahassee, Florida","At around 12:40Â a.m. EST, a gunman opened fired in or near the Strozier Library at Florida State University. Three people suffered gunshot injuries and were taken to a local area hospital. One was in critical condition, another was in good condition, and the third was shortly released after treatment. The gunman, later identified as Myron May, an alumnus from the school, started firing towards responding police officers and was fatally shot by them on the steps of the library.[493]"
11/20/14,1,1,"Miami, Florida",Two teens were shot during a fight at Miami Carol City High School. One of the boys died.[494]
12/5/14,1,0,"Claremore, Oklahoma","38-year-old Thomas Floyd Fees, a former Tulsa police officer, fired two gunshots the campus of Rogers State University before committing suicide. He had previously been arrested the day before for entering a female student's dormitory room with observable intent to commit a sexual assault.[495]"
12/12/14,0,4,"Portland, Oregon","Rosemary Anderson High School shooting: A gunman shot three students and a man outside Rosemary Anderson High School in north Portland. A 16-year-old girl was in critical condition, while the others suffered minor injuries. Two men, aged eighteen and twenty-two, were arrested in connection with the shooting.[496]"
1/15/15,0,3,"Milwaukee, Wisconsin","A 15-year-old boy, a student's father, and a teacher were each injured in the school parking lot at Wisconsin Lutheran High School. The student had unspecified injuries that were treated. The father was shot in the knee and the teacher was grazed in the toe. A 36-year-old man was charged in the shooting.[497]"
1/16/15,0,2,"Ocala, Florida","Two were injured in gunfire that occurred after a Friday night basketball game. One was injured directly by a bullet, the other by ricocheting glass.[498]"
2/4/15,0,2,"Frederick, Maryland","Two students were shot near the gymnasium of Frederick High School during a junior varsity (JV) boys' basketball game. Approximately two hundred students, staff, and faculty were placed on lockdown for several hours after the shooting while police searched for the suspects. No suspects have been apprehended, although witnesses report seeing four black males dressed all in black who are considered by police to be suspects in this shooting.[499]"
2/14/15,1,0,"Merced, California",A teenager was found killed in the parking lot of Tenaya Middle School. The shooting was reported to have occurred after school hours.[500]
2/23/15,0,3,"Daytona Beach, Florida","Two students argued outside the music building at Bethune-Cookman University when one pulled out a gun. Both had guns and it is not disclosed who did the shooting, injuring three students. A reward was offered to help solve this case.[501]"
3/30/15,0,1,"University City, Missouri","Police said one person has been arrested for a shooting at Pershing Elementary School. The shooting occurred in the parking lot, with a 34-year-old-man being shot in the buttocks.[502]"
4/13/15,1,0,"Goldsboro, North Carolina","A faculty member was killed with a rifle in the school library of Wayne Community College. The suspected 20-year-old gunman, Kenneth Stancil, was arrested in Florida the next day. As of January 2017, Stancil, an admitted Neo-Nazi is being investigated for a hate crime.[503]"
4/16/15,0,1,"Paradis, Louisiana","A police officer was shot outside a school in a school zone while he was directing school buses into J.B. Martin Middle School, and the suspect was apprehended at the scene.[504]"
4/27/15,0,0,"Lacey, Washington","A 15-year-old student at North Thurston High School walked into the commons area and fired two shots into the ceiling from a .357 magnum pistol. Brady Olson, a teacher at the school, was able to tackle the student before they could turn the gun on other students. No one was injured or killed. The student is facing charges of firing and possessing a gun on school property.[505]"
5/12/15,0,2,"Jacksonville, Florida","Police report that a 16-year-old shot five bullets into a school bus and injured two students. Apparently, there was an argument that touched on previous events.[506]"
5/24/15,0,7,"Flint, Michigan","In the early morning hours of Memorial Day weekend, a group of people were at Southwestern Classical Academy in the parking lot. Shots rang out and seven were injured, with two men being apprehended and charged.[507]"
8/27/15,1,0,"Savannah, Georgia",22-year-old student Christopher Starks was fatally shot in a student union building at Savannah State University. The shooter has not been identified.[508]
9/3/15,1,2,"Sacramento, California","A man was arguing with at least one other person escalated into a physical fight on the parking lot of Sacramento City College. A man opened fire, killing a 25-year-old student and wounding two others. The shooting suspect has not been arrested.[509]"
9/14/15,2,0,"Cleveland, Mississippi",A geography professor at Delta State University fatally shot a fellow history professor. The geography professor was chased by police and eventually died of a self-inflicted gunshot wound.[510]
9/30/15,0,1,"Harrisburg, South Dakota","A principal was shot in the arm and wounded at Harrisburg High School after an argument with a student. The suspect, a 16-year-old student at the school, was taken into custody and is charged with first-degree attempted murder.[511]"
10/1/15,10,9,"Roseburg, Oregon","Umpqua Community College shooting: At around 10:40Â a.m. PDT, a gunman, identified as 26-year-old student Christopher Harper-Mercer, opened fire in a hall on the Umpqua Community College campus, killing eight students and one teacher, and injuring nine others. Mercer then committed suicide after engaging responding police officers in a brief gunfight.[512]"
10/9/15,1,3,"Flagstaff, Arizona","One student died and three others were wounded in a shooting at Northern Arizona University. It is unclear what sparked the shooting, which took place near Mountain View Hall, a dormitory that houses most of the campus' students involved in Greek organizations. An 18-year-old student was arrested and charged with murder and aggravated assault.[513]"
10/9/15,1,1,"Houston, Texas",One person died and another person was injured after someone opened fire outside a Texas Southern University dorm.[514]
10/22/15,1,3,"Nashville, Tennessee",One person was killed and three others were wounded in a shooting at an outdoor courtyard at Tennessee State University. The shooting may have stemmed from an argument over a dice game. A suspect has not been identified or arrested.[515]
11/1/15,1,1,"Winston-Salem, North Carolina",One person died and another person was injured after someone opened fire on the campus of Winston-Salem State University. A 21-year-old non-student suspect is sought.[516]
11/20/15,1,0,"North Las Vegas, Nevada",A 16-year-old student was fatally shot during a fight after school hours that involved multiple people on the campus of Mojave High School.[517]
1/22/16,0,1,"Indianapolis, Indiana",A 15-year-old male was shot in the leg and injured during a night-time basketball game at Lawrence Central High School.[518]
1/29/16,0,0,"Philadelphia, Pennsylvania","A gunshot was fired during a fight in a stairwell at Franklin High School, and no injuries were reported. Three people were detained.[519]"
2/9/16,0,4,"Muskegon Heights, Michigan","Four people, including two students, were injured during a basketball game event in the parking lot of Muskegon Heights High School.[520]"
2/12/16,2,0,"Glendale, Arizona",Two 15-year-old girls died in an apparent Murder-Suicide at Independence High School.[521]
2/29/16,0,4,"Middletown, Ohio","15-year-old Cameron Smith, and 14-year-old Cooper Caffrey, were shot when 14-year-old James Austin Hancock, opened fire in the Madison High School cafeteria with a .380 caliber handgun. 15-year-old Brant Murray, and 14-year-old Katherine Douchette, also suffered shrapnel injuries.[522] Hancock was apprehended in a nearby wooded field.[523]"
4/23/16,1,2,"Antigo, Wisconsin","Two students at a prom at Antigo High School were shot and injured by 18-year-old former student Jakob Wagner. Wagner later exchanged fire with a school resource officer in the school's parking lot, and was captured after being shot and wounded by police. He died hours later in a hospital."
6/1/16,2,0,"Los Angeles, California","2016 UCLA shooting. Mainak Sarkar, age 38, a Ph.D. student, killed his former professor, William S. Klug, age 39, a professor of mechanical and aerospace engineering, in an engineering building at UCLA. Sarkar then killed himself. Sarkar, who lived in Minnesota, also killed his former wife, Ashley Hasti, age 31, in her Brooklyn Park, Minnesota home.[524][525]"
6/8/16,1,3,"Dorchester, Massachusetts",One student was killed and three other individuals were injured when gunfire erupted outside of the Jeremiah Burke High School following a fire-alarm causing an evacuation of the school. Two suspects have been arrested.[526]
9/9/16,1,2,"Alpine, Texas",A 14-year-old female student shot a 16-year-old girl in an Alpine High School restroom before committing suicide. A police officer accidentally shot another officer during the incident.
